orange_stained_glass_pane,minecraft:stained_glass_pane,160,1
magenta_stained_glass_pane,minecraft:stained_glass_pane,160,2
light_blue_stained_glass_pane,minecraft:stained_glass_pane,160,3
yellow_stained_glass_pane,minecraft:stained_glass_pane,160,4
lime_stained_glass_pane,minecraft:stained_glass_pane,160,5
pink_stained_glass_pane,minecraft:stained_glass_pane,160,6
gray_stained_glass_pane,minecraft:stained_glass_pane,160,7
light_gray_stained_glass_pane,minecraft:stained_glass_pane,160,8
cyan_stained_glass_pane,minecraft:stained_glass_pane,160,9
purple_stained_glass_pane,minecraft:stained_glass_pane,160,10
blue_stained_glass_pane,minecraft:stained_glass_pane,160,11
brown_stained_glass_pane,minecraft:stained_glass_pane,160,12
green_stained_glass_pane,minecraft:stained_glass_pane,160,13
red_stained_glass_pane,minecraft:stained_glass_pane,160,14
black_stained_glass_pane,minecraft:stained_glass_pane,160,15
acacia_leaves,minecraft:leaves2,161,0
dark_oak_leaves,minecraft:leaves2,161,1
acacia_leaves,minecraft:leaves2,161,4
dark_oak_leaves,minecraft:leaves2,161,5
acacia_log,minecraft:log2,162,0
dark_oak_log,minecraft:log2,162,1
acacia_wood_stairs,minecraft:acacia_stairs,163,0
dark_oak_wood_stairs,minecraft:dark_oak_stairs,164,0
slime_block,minecraft:slime,165,0
barrier,minecraft:barrier,166,0
iron_trapdoor,minecraft:iron_trapdoor,167,0
prismarine,minecraft:prismarine,168,0
prismarine_bricks,minecraft:prismarine,168,1
dark_prismarine,minecraft:prismarine,168,2
sea_lantern,minecraft:sea_lantern,169,0
hay_bale,minecraft:hay_block,170,0
white_carpet,minecraft:carpet,171,0
orange_carpet,minecraft:carpet,171,1
magenta_carpet,minecraft:carpet,171,2
light_blue_carpet,minecraft:carpet,171,3
yellow_carpet,minecraft:carpet,171,4
lime_carpet,minecraft:carpet,171,5
pink_carpet,minecraft:carpet,171,6
gray_carpet,minecraft:carpet,171,7
light_gray_carpet,minecraft:carpet,171,8
cyan_carpet,minecraft:carpet,171,9
purple_carpet,minecraft:carpet,171,10
blue_carpet,minecraft:carpet,171,11
brown_carpet,minecraft:carpet,171,12
green_carpet,minecraft:carpet,171,13
red_carpet,minecraft:carpet,171,14
black_carpet,minecraft:carpet,171,15
terracotta,minecraft:hardened_clay,172,0
coal_block,minecraft:coal_block,173,0
packed_ice,minecraft:packed_ice,174,0
sunflower,minecraft:double_plant,175,0
lilac,minecraft:double_plant,175,1
double_tallgrass,minecraft:double_plant,175,2
large_fern,minecraft:double_plant,175,3
rose_bush,minecraft:double_plant,175,4
peony,minecraft:double_plant,175,5
red_sandstone,minecraft:red_sandstone,179,0
chiseled_red_sandstone,minecraft:red_sandstone,179,1
smooth_red_sandstone,minecraft:red_sandstone,179,2
red_sandstone_stairs,minecraft:red_sandstone_stairs,180,0
red_sandstone_slab,minecraft:stone_slab2,182,0
spruce_fence_gate,minecraft:spruce_fence_gate,183,0
birch_fence_gate,minecraft:birch_fence_gate,184,0
jungle_fence_gate,minecraft:jungle_fence_gate,185,0
dark_oak_fence_gate,minecraft:dark_oak_fence_gate,186,0
acacia_fence_gate,minecraft:acacia_fence_gate,187,0
spruce_fence,minecraft:spruce_fence,188,0
birch_fence,minecraft:birch_fence,189,0
jungle_fence,minecraft:jungle_fence,190,0
dark_oak_fence,minecraft:dark_oak_fence,191,0
acacia_fence,minecraft:acacia_fence,192,0
end_rod,minecraft:end_rod,198,0
chorus_plant,minecraft:chorus_plant,199,0
chorus_flower,minecraft:chorus_flower,200,0
purpur_block,minecraft:purpur_block,201,0
purpur_pillar,minecraft:purpur_pillar,202,0
purpur_stairs,minecraft:purpur_stairs,203,0
purpur_slab,minecraft:purpur_slab,205,0
end_stone_bricks,minecraft:end_bricks,206,0
grass_path,minecraft:grass_path,208,0
repeating_command_block,minecraft:repeating_command_block,210,0
chain_command_block,minecraft:chain_command_block,211,0
magma_block,minecraft:magma,213,0
nether_wart_block,minecraft:nether_wart_block,214,0
red_nether_brick,minecraft:red_nether_brick,215,0
bone_block,minecraft:bone_block,216,0
structure_void,minecraft:structure_void,217,0
observer,minecraft:observer,218,0
white_shulker_box,minecraft:white_shulker_box,219,0
orange_shulker_box,minecraft:orange_shulker_box,220,0
magenta_shulker_box,minecraft:magenta_shulker_box,221,0
light_blue_shulker_box,minecraft:light_blue_shulker_box,222,0
yellow_shulker_box,minecraft:yellow_shulker_box,223,0
lime_shulker_box,minecraft:lime_shulker_box,224,0
pink_shulker_box,minecraft:pink_shulker_box,225,0
gray_shulker_box,minecraft:gray_shulker_box,226,0
light_gray_shulker_box,minecraft:silver_shulker_box,227,0
cyan_shulker_box,minecraft:cyan_shulker_box,228,0
purple_shulker_box,minecraft:purple_shulker_box,229,0
blue_shulker_box,minecraft:blue_shulker_box,230,0
brown_shulker_box,minecraft:brown_shulker_box,231,0
green_shulker_box,minecraft:green_shulker_box,232,0
red_shulker_box,minecraft:red_shulker_box,233,0
black_shulker_box,minecraft:black_shulker_box,234,0
white_glazed_terracotta,minecraft:white_glazed_terracotta,235,0
orange_glazed_terracotta,minecraft:orange_glazed_terracotta,236,0
magenta_glazed_terracotta,minecraft:magenta_glazed_terracotta,237,0
light_blue_glazed_terracotta,minecraft:light_blue_glazed_terracotta,238,0
yellow_glazed_terracotta,minecraft:yellow_glazed_terracotta,239,0
lime_glazed_terracotta,minecraft:lime_glazed_terracotta,240,0
pink_glazed_terracotta,minecraft:pink_glazed_terracotta,241,0
gray_glazed_terracotta,minecraft:gray_glazed_terracotta,242,0
light_gray_glazed_terracotta,minecraft:silver_glazed_terracotta,243,0
cyan_glazed_terracotta,minecraft:cyan_glazed_terracotta,244,0
purple_glazed_terracotta,minecraft:purple_glazed_terracotta,245,0
blue_glazed_terracotta,minecraft:blue_glazed_terracotta,246,0
brown_glazed_terracotta,minecraft:brown_glazed_terracotta,247,0
green_glazed_terracotta,minecraft:green_glazed_terracotta,248,0
red_glazed_terracotta,minecraft:red_glazed_terracotta,249,0
black_glazed_terracotta,minecraft:black_glazed_terracotta,250,0
white_concrete,minecraft:concrete,251,0
orange_concrete,minecraft:concrete,251,1
magenta_concrete,minecraft:concrete,251,2
light_blue_concrete,minecraft:concrete,251,3
yellow_concrete,minecraft:concrete,251,4
lime_concrete,minecraft:concrete,251,5
pink_concrete,minecraft:concrete,251,6
gray_concrete,minecraft:concrete,251,7
light_gray_concrete,minecraft:concrete,251,8
cyan_concrete,minecraft:concrete,251,9
purple_concrete,minecraft:concrete,251,10
blue_concrete,minecraft:concrete,251,11
brown_concrete,minecraft:concrete,251,12
green_concrete,minecraft:concrete,251,13
red_concrete,minecraft:concrete,251,14
black_concrete,minecraft:concrete,251,15
white_concrete_powder,minecraft:concrete_powder,252,0
orange_concrete_powder,minecraft:concrete_powder,252,1
magenta_concrete_powder,minecraft:concrete_powder,252,2
light_blue_concrete_powder,minecraft:concrete_powder,252,3
yellow_concrete_powder,minecraft:concrete_powder,252,4
lime_concrete_powder,minecraft:concrete_powder,252,5
pink_concrete_powder,minecraft:concrete_powder,252,6
gray_concrete_powder,minecraft:concrete_powder,252,7
light_gray_concrete_powder,minecraft:concrete_powder,252,8
cyan_concrete_powder,minecraft:concrete_powder,252,9
purple_concrete_powder,minecraft:concrete_powder,252,10
blue_concrete_powder,minecraft:concrete_powder,252,11
brown_concrete_powder,minecraft:concrete_powder,252,12
green_concrete_powder,minecraft:concrete_powder,252,13
red_concrete_powder,minecraft:concrete_powder,252,14
black_concrete_powder,minecraft:concrete_powder,252,15
structure_block,minecraft:structure_block,255,0
